"","Price","Address","Updated","Common_Expenses","Floor","Apartments_per_Floor","Number_of_Floors","Property_Type","Zone","Condition","Disposition","Bathrooms","Bedrooms","Built_Square_Meters","Terrace_Square_Meters","Land_Square_Meters","Year_of_Construction","Bedrooms.1","Garages","Floors","Sea_View","Social_Housing","Barbecue","Living_Room","Closet","Patio","Pool","Garage","Pet","Gas_Pipeline","Playroom","Furnished","Duplex","Heating","WiFi","Grill","Gym","Balcony","Storage","Air_Conditioning","Garden","Furnished.1","Radiant_Floor_Heating","Solarium","Furnished.2","Dir_completa","oc_lat","oc_lng","oc_formatted","Municipio","precio_m2"
"16",450,"21 de Setiembre y Luis de la Torre","2023-10-06",100,0,0,0,"Apartment","Pocitos","Good condition","Back",1,1,27,0,27,2008,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"21 de Setiembre y Luis de la Torre Pocitos , Montevideo , Uruguay",-34.90972,-56.15222,"Pocitos, Montevideo, Uruguay","CH",16.6666666666667
"17",337,"Gral Flores y Guenoas","2023-09-22",50,0,0,0,"Apartment","Cerrito","Good condition","Front",1,2,29,0,50,1958,1,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gral Flores y Guenoas Cerrito , Montevideo , Uruguay",-34.85769,-56.16893,"Cerrito, Montevideo, Uruguay","D",11.6206896551724
"18",487,"Simon Bolivar y Av Brasil","2023-10-07",32,0,0,0,"Apartment","Pocitos","Good condition","Front",1,2,43,0,0,1956,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Simon Bolivar y Av Brasil Pocitos , Montevideo , Uruguay",-34.90972,-56.15222,"Pocitos, Montevideo, Uruguay","CH",11.3255813953488
"19",737,"Ana Monterroso de Lavalleja","2023-10-05",105,8,0,0,"Apartment","Cordón","Excellent condition","Front",1,3,0,0,55,2022,2,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Ana Monterroso de Lavalleja Cordón , Montevideo , Uruguay",-34.905,-56.16833,"Cordón, Montevideo, Uruguay","B",13.1552438639172
"20",1450,"Maximo Tajes - Frente al British - JDV ","2023-09-07",400,0,0,0,"Apartment","Carrasco","Excellent condition","Front",2,3,70,70,70,2018,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Maximo Tajes - Frente al British - JDV  Carrasco , Montevideo , Uruguay",-34.88528,-56.06056,"Carrasco, Montevideo, Uruguay","E",20.7142857142857
"21",80,"Orinoco esquina Rimac","2023-08-27",0,5,2,5,"Apartment","Malvín","Excellent condition","Front",1,3,68,34,68,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Orinoco esquina Rimac Malvín , Montevideo , Uruguay",-34.90328,-56.18816,"Montevideo, Uruguay","E",1.17647058823529
"22",612,"Dionisio Oribe  3100","2023-09-30",75,102,0,0,"Apartment","La Blanqueada","Brand new","Front",1,2,43,0,53,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Dionisio Oribe  3100 La Blanqueada , Montevideo , Uruguay",-34.8848456,-56.1436206,"Dionisio Oribe, 11820 Montevideo, Uruguay","E",14.2325581395349
"23",662,"charrúa 2230","2023-09-03",55,1,2,2,"Apartment","Parque Rodó","Excellent condition","Back",1,2,45,0,45,2020,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"charrúa 2230 Parque Rodó , Montevideo , Uruguay",-34.9059172,-56.1667212,"Charrúa 2230, 2232, 11601 Montevideo, Uruguay","B",14.7111111111111
"24",1600,"Rambla República Del Perú 1383","2023-09-19",425,0,0,0,"Apartment","Pocitos","Excellent condition","Front",3,5,95,0,95,0,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"Rambla República Del Perú 1383 Pocitos , Montevideo , Uruguay",-34.9094554,-56.1413086,"Rambla República del Perú 1383, 1385, 1387, 11300 Montevideo, Uruguay","CH",16.8421052631579
"25",1200,"Marco Bruto","2023-09-26",327,2,0,0,"Apartment","Pocitos","Good condition","Front",2,4,0,0,110,1975,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Marco Bruto Pocitos , Montevideo , Uruguay",-34.8998288,-56.1405695,"Marco Bruto, 11600 Montevideo, Uruguay","CH",13.1552438639172
"26",825,"Rivera y Ponce","2023-09-19",150,4,2,8,"Apartment","Parque Batlle","Excellent condition","Front",2,3,53,6,53,2012,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Rivera y Ponce Parque Batlle , Montevideo , Uruguay",-34.89427,-56.14546,"Parque Batlle, Montevideo, Uruguay","CH",15.5660377358491
"27",375,"Mercedes 1764","2023-09-26",100,3,3,10,"Apartment","Cordón","Excellent condition","Front",1,1,40,0,40,1970,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mercedes 1764 Cordón , Montevideo , Uruguay",-34.9011733,-56.1791857,"Mercedes 1762, 1764, 11200 Montevideo, Uruguay","B",9.375
"28",1090,"benito blanco 3333","2023-09-28",100,9,3,11,"Apartment","Pocitos","Excellent condition","Not applicable",1,2,45,5,45,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"benito blanco 3333 Pocitos , Montevideo , Uruguay",-34.9081054,-56.141675,"Bulevar Juan Benito Blanco, 11300 Montevideo, Uruguay","CH",24.2222222222222
"29",4500,"","2023-07-07",1050,0,0,0,"Apartment","Punta Carretas","Good condition","Not applicable",3,4,0,0,276,0,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1," Punta Carretas , Montevideo , Uruguay",-34.9202023,-56.1600649,"11303 Montevideo, Uruguay","CH",13.1552438639172
"30",550,"Monoambiente con gran terraza","2023-08-22",75,0,0,0,"Apartment","Cordón","Brand new","Front",1,1,30,0,60,0,0,0,NA,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Monoambiente con gran terraza Cordón , Montevideo , Uruguay",-34.905,-56.16833,"Cordón, Montevideo, Uruguay","B",18.3333333333333
"31",1000,"Ramón Masini 3328","2023-09-19",187,8,3,0,"Apartment","Pocitos","Excellent condition","Back",3,5,95,3,95,1981,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Ramón Masini 3328 Pocitos , Montevideo , Uruguay",-34.911389,-56.1489236,"Ramón Masini 3318, 3320, 3326, 3328, 11300 Montevideo, Uruguay","CH",10.5263157894737
"32",712,"","2023-09-29",112,0,0,0,"Apartment","Buceo","Good condition","Back",1,1,30,20,55,2023,0,0,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0," Buceo , Montevideo , Uruguay",-34.8978004,-56.1286576,"11600 Montevideo, Uruguay","CH",23.7333333333333
"33",4200,"mahatma gandhi y garcía cortinas","2023-10-03",675,4,2,12,"Apartment","Punta Carretas","Excellent condition","Front",3,4,165,16,165,2010,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mahatma gandhi y garcía cortinas Punta Carretas , Montevideo , Uruguay",-34.92278,-56.15972,"Punta Carretas, Montevideo, Uruguay","CH",25.4545454545455
"34",1250,"21 de setiembre 2719","2023-10-03",125,9,4,11,"Apartment","Punta Carretas","Brand new","Back",1,2,70,5,70,2023,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"21 de setiembre 2719 Punta Carretas , Montevideo , Uruguay",-34.9167105,-56.1581353,"21 de Setiembre 2719, 11311 Montevideo, Uruguay","CH",17.8571428571429
"35",875,"Maldonado 2341","2023-08-22",137,9,0,0,"Apartment","Pocitos","Excellent condition","Front",1,2,45,12,45,3,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Maldonado 2341 Pocitos , Montevideo , Uruguay",-34.9076713,-56.1641437,"Maldonado 2341, 11601 Montevideo, Uruguay","CH",19.4444444444444
"36",662,"","2023-10-05",150,10,6,14,"Apartment","Malvín","Excellent condition","Front",1,2,50,0,50,2021,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0," Malvín , Montevideo , Uruguay",-34.8896923,-56.0947675,"11403 Montevideo, Uruguay","E",13.24
"37",4500,"","2023-10-04",812,0,0,0,"Apartment","Carrasco","Excellent condition","Not applicable",3,4,160,14,160,0,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0," Carrasco , Montevideo , Uruguay",-34.8855774,-56.0581498,"11500 Montevideo, Uruguay","E",28.125
"38",725,"canelones","2023-09-26",127,7,0,0,"Apartment","Cordón","Excellent condition","Front",1,3,0,0,55,2018,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"canelones Cordón , Montevideo , Uruguay",-34.9074869,-56.1739945,"Canelones, 11200 Montevideo, Uruguay","B",13.1552438639172
"39",525,"Francisco Muñoz y La Gaceta","2023-10-03",82,0,7,4,"Apartment","Pocitos","Excellent condition","Front",1,1,36,9,36,2022,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Francisco Muñoz y La Gaceta Pocitos , Montevideo , Uruguay",-34.90972,-56.15222,"Pocitos, Montevideo, Uruguay","CH",14.5833333333333
"40",687,"Acevedo diaz y br españa ","2023-08-17",120,0,0,0,"Apartment","Parque Rodó","Excellent condition","Not applicable",1,2,45,0,45,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Acevedo diaz y br españa  Parque Rodó , Montevideo , Uruguay",-34.91136,-56.16677,"Parque Rodó, Montevideo, Uruguay","B",15.2666666666667
"41",500,"Juncal 1300","2023-08-19",0,0,0,0,"Apartment","Ciudad Vieja","Good condition","Not applicable",1,2,0,0,50,1970,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Juncal 1300 Ciudad Vieja , Montevideo , Uruguay",-34.9065111,-56.2007555,"Juncal, 11000 Montevideo, Uruguay","B",13.1552438639172
"42",975,"RAMBLA GANDHI 301","2023-08-08",200,4,2,10,"Apartment","Punta Carretas","Excellent condition","Front",1,2,42,3,42,2015,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,"RAMBLA GANDHI 301 Punta Carretas , Montevideo , Uruguay",-34.925851,-56.1564457,"Rambla Mahatma Gandhi 301, 11303 Montevideo, Uruguay","CH",23.2142857142857
"43",750,"Av brasil y obligado","2023-09-25",139,4,0,0,"Apartment","Pocitos","Excellent condition","Not applicable",1,2,49,0,49,0,1,1,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"Av brasil y obligado Pocitos , Montevideo , Uruguay",-34.90972,-56.15222,"Pocitos, Montevideo, Uruguay","CH",15.3061224489796
"44",900,"MARTI !··=","2023-10-02",120,3,2,10,"Apartment","Pocitos","Good condition","Front",1,3,65,4,65,1985,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MARTI !··= Pocitos , Montevideo , Uruguay",-34.9118,-56.1494632,"Martí, José Martí 3325, 11300 Montevideo, Uruguay","CH",13.8461538461538
"45",750,"","2023-10-04",362,8,8,0,"Apartment","Cordón","Good condition","Front",3,5,90,0,90,1977,4,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0," Cordón , Montevideo , Uruguay",-34.9008267,-56.1801246,"11200 Montevideo, Uruguay","B",8.33333333333333
"46",750,"GREGORIO FUNES 3044","2023-09-24",100,4,0,5,"Apartment","La Blanqueada","Brand new","Front",1,3,57,2,57,2023,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GREGORIO FUNES 3044 La Blanqueada , Montevideo , Uruguay",-34.8874636,-56.1491855,"Gregorio Funes 3044, 11820 Montevideo, Uruguay","E",13.1578947368421
"47",1375,"26 de marzo","2023-09-19",725,4,2,11,"Apartment","Pocitos","Excellent condition","Front",3,4,145,7,145,2013,3,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"26 de marzo Pocitos , Montevideo , Uruguay",-34.9102238,-56.1499284,"26 de Marzo, 11300 Montevideo, Uruguay","CH",9.48275862068965
"48",700,"Guayaqui","2023-09-22",130,6,2,9,"Apartment","Pocitos","Excellent condition","Front",1,2,60,0,60,1978,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Guayaqui Pocitos , Montevideo , Uruguay",-34.90866,-56.1500184,"Guayaqui, 11300 Montevideo, Uruguay","CH",11.6666666666667
"49",712,"Treinta y Tres 1400","2023-10-07",0,0,0,0,"Apartment","Ciudad Vieja","Good condition","Not applicable",1,3,0,0,84,1919,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Treinta y Tres 1400 Ciudad Vieja , Montevideo , Uruguay",-34.9037169,-56.2067137,"Treinta y Tres, 11000 Montevideo, Uruguay","B",13.1552438639172
"50",475,"FRANCISCO VIDAL","2023-09-25",99,10,5,10,"Apartment","Pocitos","Good condition","Front",1,1,25,6,25,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRANCISCO VIDAL Pocitos , Montevideo , Uruguay",-34.9192238,-56.1500069,"Francisco Antonio Vidal, 11300 Montevideo, Uruguay","CH",19
"51",462,"Bulevar España casi Ellauri","2023-09-29",107,8,2,10,"Apartment","Pocitos","Excellent condition","Front",1,1,30,0,30,2000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Bulevar España casi Ellauri Pocitos , Montevideo , Uruguay",-34.90972,-56.15222,"Pocitos, Montevideo, Uruguay","CH",15.4
"52",612,"","2023-10-08",87,10,4,0,"Apartment","Unión","Good condition","Front",1,4,65,0,65,1988,3,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Unión , Montevideo , Uruguay",-34.8802364,-56.1376878,"11600 Montevideo, Uruguay","D",9.41538461538462
"53",1200,"","2023-09-25",184,0,4,0,"Apartment","Prado","Good condition","Back",1,3,68,5,96,2023,2,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0," Prado , Montevideo , Uruguay",-34.8632863,-56.2027959,"11700 Montevideo, Uruguay","C",17.6470588235294
"54",737,"Francisco  Solano Antuña 2710","2023-10-04",75,9,2,12,"Apartment","Centro","Good condition","Front",1,3,49,2,49,2000,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Francisco  Solano Antuña 2710 Centro , Montevideo , Uruguay",-34.90528,-56.19444,"Centro, Montevideo, Uruguay","B",15.0408163265306
"55",675,"Minas s/n","2023-10-04",50,1,2,1,"Apartment","Aguada","Good condition","Front",1,3,81,4,81,2000,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Minas s/n Aguada , Montevideo , Uruguay",-34.8979805,-56.1837835,"Minas, 11200 Montevideo, Uruguay","B",8.33333333333333
"56",550,"Navarra","2023-10-05",0,1,0,0,"Apartment","Parque Batlle","Good condition","Front",1,3,0,0,51,1950,2,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Navarra Parque Batlle , Montevideo , Uruguay",-34.89333,-56.1472445,"Navarra, 11820 Montevideo, Uruguay","CH",13.1552438639172
"57",612,"Belgrano y Centenario","2023-09-26",58,0,7,2,"Apartment","Parque Batlle","Excellent condition","Interior",1,2,48,0,48,1939,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Belgrano y Centenario Parque Batlle , Montevideo , Uruguay",-34.89427,-56.14546,"Parque Batlle, Montevideo, Uruguay","CH",12.75
"58",950,"CIUDADELA 1200","2023-09-28",0,7,0,0,"Apartment","Ciudad Vieja","Good condition","Not applicable",1,2,68,0,68,2022,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIUDADELA 1200 Ciudad Vieja , Montevideo , Uruguay",-34.9094999,-56.2000246,"Ciudadela 1200, 11000 Montevideo, Uruguay","B",13.9705882352941
"59",1375,"Luis Lamas 8977","2023-09-15",725,4,2,0,"Apartment","Pocitos","Good condition","Front",3,5,157,0,165,2016,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Luis Lamas 8977 Pocitos , Montevideo , Uruguay",-34.9047253,-56.1373207,"Luis Lamas, 11300 Montevideo, Uruguay","CH",8.75796178343949
"60",1400,"montero 3200","2023-10-07",400,0,2,7,"Apartment","Punta Carretas","Excellent condition","Front",2,3,76,9,76,2014,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"montero 3200 Punta Carretas , Montevideo , Uruguay",-34.923677,-56.1530761,"José María Montero, 11303 Montevideo, Uruguay","CH",18.4210526315789
"61",612,"José Enrique Rodó y Juan Paullie","2023-09-06",87,0,0,0,"Apartment","Cordón","Brand new","Front",1,2,40,0,40,2021,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"José Enrique Rodó y Juan Paullie Cordón , Montevideo , Uruguay",-34.905,-56.16833,"Cordón, Montevideo, Uruguay","B",15.3
"62",1125,"Almiron","2023-10-07",217,0,8,3,"Apartment","Malvín","Brand new","Front",1,3,75,70,75,2023,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Almiron Malvín , Montevideo , Uruguay",-34.887172,-56.0920108,"Almirón, 11403 Montevideo, Uruguay","E",15
"63",700,"LA PAZ 1024","2023-09-22",157,2,8,26,"Apartment","Centro","Excellent condition","Front",1,3,80,5,80,2021,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"LA PAZ 1024 Centro , Montevideo , Uruguay",-34.8996521,-56.1951032,"La Paz 1024, 11100 Montevideo, Uruguay","B",8.75
"64",1200,"","2023-09-13",200,2,10,4,"Apartment","Pocitos","Excellent condition","Side",1,2,45,3,45,2022,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0," Pocitos , Montevideo , Uruguay",-34.9108538,-56.1505748,"11300 Montevideo, Uruguay","CH",26.6666666666667
"65",650,"Av. Gral. José Garibaldi 2800","2023-10-08",0,0,0,0,"Apartment","La Blanqueada","Good condition","Front",1,2,40,0,43,0,1,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Av. Gral. José Garibaldi 2800 La Blanqueada , Montevideo , Uruguay",-34.88737,-56.15359,"La Blanqueada, Montevideo, Uruguay","E",16.25
"66",587,"Avenida Italia 2700","2023-09-28",109,1,9,0,"Apartment","Parque Batlle","Excellent condition","Front",1,2,44,0,44,2013,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Avenida Italia 2700 Parque Batlle , Montevideo , Uruguay",-34.8910593,-56.1550251,"Avenida Italia, 11820 Montevideo, Uruguay","CH",13.3409090909091
"67",2400,"rambla mahatma gandhi 200","2023-09-28",15,6,2,10,"Apartment","Punta Carretas","Excellent condition","Front",3,4,167,11,167,1988,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rambla mahatma gandhi 200 Punta Carretas , Montevideo , Uruguay",-34.9218824,-56.1508123,"Rambla Mahatma Gandhi, 11303 Montevideo, Uruguay","CH",14.3712574850299
